"","Name","Beer_ID","ABV","IBU","Brewery_id","Style","Ounces"
"763","Bobblehead",2431,0.051,NA,27,"American Pale Wheat Ale",16
"764","Lucky Dog",2430,0.052,NA,27,"American Pale Ale (APA)",16
"765","Voodoo",2429,0.048,NA,27,"American Porter",16
"766","General George Patton Pilsner",1967,0.054,48,27,"Czech Pilsener",16
"767","Nomader Weiss",2283,0.04,NA,174,"Berliner Weissbier",12
"768","Molotov Lite",2248,0.085,NA,174,"American Double / Imperial IPA",16
"769","Hipster Ale (Two Roads Brewing)",1287,0.055,NA,174,"American Pale Ale (APA)",12
"770","Bikini Beer",1286,0.027,NA,174,"American IPA",12
"771","Hipster Ale (Westbrook Brewing)",640,0.055,NA,174,"American Pale Ale (APA)",12
"772","Iron Horse Pale Ale",1722,0.05,32,336,"American Pale Ale (APA)",12
"773","Stone's Throw IPA",1435,0.045,19,336,"Scottish Ale",12
"774","Wood Chipper India Pale Ale",1434,0.067,70,336,"American IPA",12
"775","Trail Head",2089,0.063,55,225,"American Pale Ale (APA)",12
"776","Hop Stalker Fresh Hop IPA",2088,0.07,80,225,"American IPA",16
"777","Sudice American Stout",1455,0.07,58,406,"American Stout",16
"778","Parcae Belgian Style Pale Ale",1454,0.05,20,406,"Belgian Pale Ale",16
"779","Norns Roggenbier",1453,0.05,20,406,"Roggenbier",16
"780","Laimas Kölsch Style Ale",1452,0.05,20,406,"Kölsch",16
"781","Moirai India Pale Ale",1451,0.07,70,406,"American IPA",16
"782","Loki Red Ale",2191,0.075,53,202,"American Amber / Red Ale",16
"783","Peaches & Cream",1731,0.046,NA,202,"Fruit / Vegetable Beer",16
"784","Quaff India Style Session Ale",1022,0.051,NA,202,"American IPA",16
"785","Loki Red Ale (2013)",895,0.075,53,202,"American Amber / Red Ale",16
"786","Mjolnir Imperial IPA",682,0.069,NA,202,"American Double / Imperial IPA",16
"787","Fearless Scottish Ale",112,0.05,NA,202,"Scottish Ale",16
"788","Mastermind",2289,0.081,NA,173,"American Double / Imperial IPA",12
"789","Hyzer Flip",2027,0.082,NA,173,"American Double / Imperial IPA",16
"790","Second Fiddle",1929,0.082,80,173,"American Double / Imperial IPA",16
"791","Hodad Porter",1858,0.055,30,173,"American Porter",16
"792","Weiss Weiss Baby",2591,0.045,NA,37,"Kristalweizen",12
"793","Czech Yo Self",2590,0.055,45,37,"Czech Pilsener",12
"794","FMB 101",1968,0.048,20,37,"Kölsch",12
"795","Hardcore Chimera",1981,0.09,NA,257,"American Double / Imperial IPA",16
"796","Sobek & Set",1664,0.08,80,257,"American Black Ale",16
"797","Nuclear Winter",1663,0.086,NA,257,"Belgian Strong Dark Ale",16
"798","Wet Hot American Wheat Ale",1662,0.05,22,257,"American Pale Wheat Ale",16
"799","Secret Stache Stout",941,0.053,NA,257,"American Stout",16
"800","Fascist Pig Ale",935,0.08,72,257,"American Amber / Red Ale",16
"801","Cut Throat Pale Ale",809,0.055,NA,257,"American Pale Ale (APA)",16
"802","Threadless IPA",481,0.075,NA,257,"American IPA",16
"803","Cut Throat Pale Ale (2011)",351,0.055,NA,257,"American Pale Ale (APA)",16
"804","Golden Wing Blonde Ale",350,0.047,NA,257,"American Blonde Ale",16
"805","Easy Jack",2569,0.045,47,49,"American IPA",12
"806","Union Jack",2463,0.075,75,49,"American IPA",12
"807","Pivo Pils",2462,0.053,NA,49,"German Pilsener",12
"808","805 Blonde Ale",1957,0.047,NA,49,"American Blonde Ale",12
"809","805",1733,0.047,20,49,"American Blonde Ale",12
"810","Deflator",2624,0.065,NA,17,"Doppelbock",16
"811","Hinchtown Hammer Down",2284,0.05,27,17,"American Blonde Ale",16
"812","Half Cycle IPA",1610,0.06,104,17,"American IPA",16
"813","Inclined Plane Ale",520,NA,NA,533,"American IPA",12
"814","Moped Traveler",2554,0.055,NA,55,"American Pale Ale (APA)",16
"815","Snake Dog IPA",608,0.071,60,522,"American IPA",12
"816","Underdog Atlantic Lager",607,0.047,28,522,"American Pale Lager",12
"817","Flying Mouse 8",2567,0.04,NA,51,"American Porter",12
"818","Flying Mouse 4",2566,0.07,70,51,"American IPA",12
"819","La Ferme Urbaine Farmhouse Ale",1899,0.078,NA,280,"Saison / Farmhouse Ale",12
"820","Backyahd IPA",983,0.06,NA,280,"American IPA",12
"821","Raincloud Robust Porter",982,0.065,NA,280,"American Porter",12
"822","Barstool American Golden Ale",981,0.045,NA,280,"American Blonde Ale",12
"823","What the Butler Saw",2111,0.05,18,218,"Witbier",12
"824","1916 Shore Shiver",2110,0.069,65,218,"American IPA",12
"825","Quick WIT",2172,0.052,NA,207,"Belgian Pale Ale",12
"826","The Optimist",2171,0.062,NA,207,"American IPA",12
"827","Suicide Squeeze IPA",1911,0.045,NA,207,"American IPA",16
"828","Java the Hop",1803,0.065,NA,207,"American IPA",16
"829","Next Adventure Black IPA",1566,0.062,NA,207,"American Black Ale",16
"830","3-Way IPA (2013)",1515,0.067,NA,207,"American IPA",16
"831","Tender Loving Empire NWPA",1214,0.058,NA,207,"American Pale Ale (APA)",16
"832","Quick Wit Belgianesque Ale",674,0.052,NA,207,"Witbier",16
"833","Sunrise Oatmeal Pale Ale",562,0.055,NA,207,"American Pale Ale (APA)",16
"834","Cavatica Stout",552,0.088,NA,207,"American Double / Imperial Stout",16
"835","1811 Lager",319,0.051,NA,207,"American Amber / Red Lager",16
"836","Vortex IPA",318,0.074,97,207,"American IPA",16
"837","Fort Pitt Ale",2322,NA,NA,152,"American Amber / Red Ale",12
"838","Park",2661,0.047,19,5,"American Pale Wheat Ale",12
"839","Westfalia",2660,0.056,16,5,"American Amber / Red Ale",12
"840","KSA",2659,0.046,17,5,"Kölsch",12
"841","Villager",2658,0.063,42,5,"American IPA",12
"842","Dirty Bastard",2625,0.085,50,16,"Scotch Ale / Wee Heavy",12
"843","Centennial IPA",1565,0.072,65,16,"American IPA",12
"844","All Day IPA",1223,0.047,42,16,"American IPA",12
"845","El Chingon IPA",1874,0.076,73,288,"American IPA",12
"846","Block Party Robust Porter",1873,0.057,40,288,"American Porter",12
"847","Local Buzz",1872,0.052,20,288,"American Blonde Ale",12
"848","Feel Like Maplin' Love",2613,0.055,NA,23,"Oatmeal Stout",16
"849","Father's Beer",2612,0.05,NA,23,"Belgian Pale Ale",16
"850","The 26th",2611,0.06,NA,23,"American IPA",16
"851","The Gadget",2610,0.064,90,23,"American IPA",16
"852","Leprechaun Lager",1657,0.04,NA,349,"American Pale Lager",12
"853","Sunbru Kölsch",2309,0.052,17,161,"Kölsch",12
"854","Kilt Lifter Scottish-Style Ale",1635,0.06,21,161,"",12
"855","Pumpkin Porter",1616,0.051,NA,161,"American Porter",12
"856","Four Peaks Peach Ale",1585,0.042,9,161,"Fruit / Vegetable Beer",12
"857","Hop Knot IPA",358,0.067,47,161,"American IPA",12
"858","Kilt Lifter Scottish-Style Ale (2009)",179,0.06,21,161,"Scottish Ale",12
"859","Sunbru Kölsch",178,0.052,NA,161,"Kölsch",12
"860","Four String Vanilla Porter",2428,0.06,NA,106,"American Porter",12
"861","Suncaster Summer Wheat",2427,0.05,28,106,"American Pale Wheat Ale",12
"862","Brass Knuckle Pale Ale",2425,0.057,36,106,"American Pale Ale (APA)",12
"863","Big Star White IPA",2424,0.07,70,106,"American White IPA",12
"864","Old Detroit",1998,0.056,NA,254,"American Amber / Red Ale",12
"865","Batch 69 IPA",1556,0.069,69,254,"American IPA",12
"866","Twisted Helles Summer Lager",1208,0.055,18,254,"Munich Helles Lager",12
"867","OktoberFiesta",2527,0.053,27,67,"",12
"868","Texicali ",2526,0.065,33,67,"American Brown Ale",12
"869","Pinata Protest",2525,0.06,NA,67,"Witbier",12
"870","Bat Outta Helles",2524,0.042,20,67,"Munich Helles Lager",12
"871","Original",2523,0.068,NA,67,"American Amber / Red Ale",12
"872","Rye Wit",2522,0.042,10,67,"Witbier",12
"873","Soul Doubt",2521,0.059,70,67,"American IPA",12
"874","Yo Soy Un Berliner",2520,0.044,5,67,"Berliner Weissbier",12
"875","77 Fremont Select Spring Session IPA",1174,0.04,NA,461,"American IPA",12
"876","Fremont Organic Pale Ale",1116,0.045,NA,461,"American Pale Ale (APA)",12
"877","Abominable Ale",994,0.08,NA,461,"English Strong Ale",12
"878","Harvest Ale",901,0.065,35,461,"Saison / Farmhouse Ale",12
"879","Fremont Summer Ale",875,0.065,45,461,"American Pale Ale (APA)",12
"880","Universale Pale Ale",858,0.056,30,461,"American Pale Ale (APA)",12
"881","Interurban IPA",857,0.065,80,461,"American IPA",12
"882","Gateway Kolsch Style Ale",1300,0.053,32,434,"Kölsch",12
"883","Wee-Heavy-Er Scotch Ale",1260,0.07,24,434,"Scotch Ale / Wee Heavy",12
"884","13 Rebels ESB",1259,0.052,42,434,"Extra Special / Strong Bitter (ESB)",12
"885","Salamander Slam",2254,0.07,73,181,"American IPA",16
"886","Cack-A-Lacky",1658,0.05,NA,348,"American Pale Ale (APA)",12
"887","No Wake IPA",2077,0.072,50,229,"American IPA",12
"888","Boathouse Blonde",2076,0.049,15,229,"American Blonde Ale",12
"889","Cedar Point",2075,0.05,26,229,"American Amber / Red Ale",12
"890","Clean Shave IPA",2426,0.067,70,107,"American IPA",12
"891","Might As Well IPL",2045,0.072,75,241,"American Pale Lager",16
"892","Saison Pamplemousse",1960,0.058,35,241,"Saison / Farmhouse Ale",12
"893","2020 IPA",1777,0.074,74,241,"American IPA",16
"894","Wolf Among Weeds IPA",1698,0.08,70,241,"American IPA",16
"895","Better Weather IPA",1641,0.094,92,241,"American IPA",16
"896","Point the Way IPA",1490,0.059,60,241,"American IPA",16
"897","Golden Road Hefeweizen",1489,0.046,15,241,"Hefeweizen",16
"898","Heal the Bay IPA",1399,0.068,65,241,"American IPA",16
"899","Point the Way IPA",1296,0.059,60,241,"American IPA",12
"900","Cabrillo Kölsch",1034,0.05,NA,241,"Kölsch",16
"901","Get Up Offa That Brown",991,0.055,20,241,"American Brown Ale",16
"902","Burning Bush Smoked IPA",750,0.08,70,241,"American IPA",16
"903","Wolf Among Weeds IPA (2012)",749,0.08,70,241,"American IPA",16
"904","Point the Way IPA (2012)",549,0.059,60,241,"American IPA",16
"905","Golden Road Hefeweizen (2012)",548,0.046,15,241,"Hefeweizen",16
"906","Vanilla Porter",2587,0.07,11,40,"American Porter",16
"907","Descender IPA",1109,0.07,70,465,"American IPA",12
"908","Sweet As Pacific Ale",1108,0.06,18,465,"American Pale Wheat Ale",12
"909","Good People Pale Ale",1000,0.056,36,479,"American Pale Ale (APA)",12
"910","Snake Handler Double IPA",312,0.093,103,479,"American Double / Imperial IPA",12
"911","Coffee Oatmeal Stout",311,0.06,54,479,"Oatmeal Stout",12
"912","Good People IPA",309,0.06,64,479,"American IPA",12
"913","Good People American Brown Ale",308,0.058,36,479,"American Brown Ale",12
"914","Mountain Rescue Pale Ale",2205,0.055,40,195,"American Pale Ale (APA)",12
"915","Goose Island India Pale Ale",2198,0.059,55,197,"American IPA",12
"916","312 Urban Pale Ale",2457,0.054,30,89,"American Pale Ale (APA)",16
"917","312 Urban Pale Ale",2202,0.054,30,89,"American Pale Ale (APA)",12
"918","312 Urban Wheat Ale",2201,0.042,18,89,"American Pale Wheat Ale",16
"919","312 Urban Wheat Ale",1829,0.042,18,89,"American Pale Wheat Ale",12
"920","312 Urban Wheat Ale (2012)",581,0.042,20,89,"American Pale Wheat Ale",12
"921","Beaver Logger",1383,0.052,19,421,"American Pale Lager",12
"922","White Water Wheat",477,0.05,NA,537,"American Pale Wheat Ale",12
"923","Grand Canyon American Pilsner",476,0.052,NA,537,"American Pilsner",12
"924","Grand Canyon Sunset Amber Ale",143,0.054,NA,537,"American Amber / Red Ale",12
"925","Black Iron India Pale Ale",142,NA,NA,537,"American IPA",12
"926","Monarch Classic American Wheat",2129,0.043,21,214,"American Pale Wheat Ale",12
"927","Sir William's English Brown Ale",2127,0.049,21,214,"English Brown Ale",12
"928","Lakefire Rye Pale Ale",2126,0.055,35,214,"American Pale Ale (APA)",12
"929","Beer Agent Re-Ignition",2303,0.053,22,166,"American Blonde Ale",16
"930","Cherry Ale",1990,0.057,18,166,"Fruit / Vegetable Beer",16
"931","Bourbon Barrel Aged Coconut Porter",1702,0.056,33,166,"American Porter",16
"932","Great Crescent IPA",1701,0.062,60,166,"American IPA",16
"933","Aurora Lager",1700,0.057,27,166,"Dortmunder / Export Lager",16
"934","Great Crescent Blonde Ale",1699,0.053,22,166,"American Blonde Ale",16
"935","Great Crescent Coconut Porter",1269,0.056,33,166,"American Porter",16
"936","Great Crescent Oktoberfest Lager",930,0.057,25,166,"Märzen / Oktoberfest",16
"937","Great Crescent Brown Ale",649,0.045,36,166,"American Brown Ale",16
"938","Cherry Ale (1)",639,0.057,18,166,"Fruit / Vegetable Beer",16
"939","Aurora Lager (2011)",626,0.057,27,166,"Dortmunder / Export Lager",16
"940","Frosted Fields Winter Wheat",615,0.06,25,166,"American Dark Wheat Ale",16
"941","Great Crescent Belgian Style Wit",478,0.051,13,166,"Witbier",16
"942","Bourbon's Barrel Stout",455,0.075,65,166,"American Stout",16
"943","Great Crescent Stout",442,0.08,66,166,"English Stout",16
"944","Great Crescent Coconut Porter (2012)",441,0.056,33,166,"American Porter",16
"945","Great Crescent Dark Lager",440,0.057,23,166,"Euro Dark Lager",16
"946","Great Crescent Mild Ale",439,0.042,26,166,"English Dark Mild Ale",16
"947","Great Crescent IPA (2011)",436,0.062,60,166,"American IPA",16
"948","Great Crescent Blonde Ale (2011)",389,0.053,22,166,"American Blonde Ale",16
"949","Denver Pale Ale (Artist Series No. 1)",2650,0.05,NA,7,"American Pale Ale (APA)",12
"950","Hibernation Ale",2649,0.087,NA,7,"Old Ale",12
"951","Whitewater",2648,0.061,NA,7,"American Pale Wheat Ale",12
"952","Rumble",2647,0.071,NA,7,"American IPA",12
"953","Orabelle",2646,0.083,NA,7,"Tripel",12
"954","Lasso",2645,0.05,NA,7,"American IPA",12
"955","Yeti  Imperial Stout",2644,0.095,75,7,"Russian Imperial Stout",12
"956","Colette",2643,0.073,NA,7,"Saison / Farmhouse Ale",12
"957","Titan IPA",2642,0.071,NA,7,"American IPA",12
"958","Black Star Double Hopped Golden Lager (24 oz.)",404,0.045,15,544,"American Pale Lager",24
"959","Black Star Double Hopped Golden Lager (12 oz.)",164,0.045,15,544,"American Pale Lager",12
"960","Commotion APA",1923,0.052,49,270,"American Pale Ale (APA)",12
"961","Southern Drawl Pale Lager",1922,0.052,NA,270,"American Pale Lager",12
"962","Chickawawa Lemonale",1604,0.05,5,366,"Fruit / Vegetable Beer",12
"963","Barrel Aged Farmer",1574,0.07,22,366,"American Brown Ale",16
"964","Great River Golden Ale",1446,0.048,NA,366,"American Blonde Ale",12
"965","Dirty Blonde Chocolate Ale",1275,0.048,NA,366,"American Blonde Ale",12
"966","Dos Pistolas",1244,0.048,20,366,"Vienna Lager",12
"967","Owney Irish Style Red Ale",1064,0.05,30,366,"Irish Red Ale",16
"968","Aaah Bock Lager",1028,0.06,NA,366,"Vienna Lager",16
"969","Widespread Wit",865,0.055,10,366,"Witbier",16
"970","Roller Dam Red Ale",864,0.054,30,366,"Irish Red Ale",16
"971","483 Pale Ale",863,0.053,48,366,"American Pale Ale (APA)",16
"972","Hop A Potamus Double Dark Rye Pale Ale",672,0.09,99,366,"Rye Beer",16
"973","Farmer Brown Ale",655,0.07,22,366,"American Brown Ale",16
"974","Big Cock IPA",540,0.07,70,366,"American IPA",16
"975","Oktoberfest",539,0.059,25,366,"Märzen / Oktoberfest",16
"976","40th Annual Bix Street Fest Copper Ale (Current)",517,0.048,25,366,"American Amber / Red Ale",16
"977","Redband Stout",371,0.06,36,366,"American Stout",16
"978","483 Pale Ale (2010)",190,0.053,48,366,"American Pale Ale (APA)",16
"979","Roller Dam Red Ale (2010)",189,0.054,30,366,"Irish Red Ale",16
"980","Pablo Beach Pale Ale",1106,0.05,30,467,"American Pale Ale (APA)",12
"981","Wild Trail Pale Ale",2314,0.057,44,157,"American Pale Ale (APA)",12
"982","Mothman Black IPA",2313,0.067,71,157,"American Black Ale",12
"983","Autumn Winds Fest Beer",2461,0.058,NA,87,"Märzen / Oktoberfest",16
"984","Captain's Daughter",2044,0.085,69,87,"American Double / Imperial IPA",12
"985","Autumn Winds",1567,0.058,NA,380,"Märzen / Oktoberfest",16
"986","Flying Jenny Extra Pale Ale",1505,0.06,54,380,"American Pale Ale (APA)",12
"987","Hazy Day Belgian-Style Wit",1186,0.04,20,380,"Witbier",16
"988","Bring Back the Beach Blonde Ale",1185,0.055,NA,380,"American Blonde Ale",16
"989","Leaning Chimney Smoked Porter",984,0.06,34,380,"American Porter",16
"990","Flying Jenny Extra Pale Ale (2012)",693,0.06,54,380,"American Pale Ale (APA)",12
"991","Flagship Ale",631,0.049,22,380,"Cream Ale",12
"992","Mr. Blue Sky",2375,0.045,6,125,"American Pale Wheat Ale",16
"993","3 Scrooges",2143,0.065,NA,125,"Winter Warmer",16
"994","Screamin’ Pumpkin",2142,0.05,25,125,"Pumpkin Ale",16
"995","Grand Trunk Bohemian Pils",2141,0.05,35,125,"Czech Pilsener",16
"996","El Rojo",2140,0.065,25,125,"American Amber / Red Ale",16
"997","Norm's Raggedy Ass IPA",2139,0.075,NA,125,"American IPA",16
"998","Grind Line",2138,0.05,35,125,"American Pale Ale (APA)",16
"999","Norm's Gateway IPA",2007,0.04,55,125,"American IPA",12
"1000","Lemon Shandy Tripel",1570,0.09,NA,125,"Tripel",16
"1001","Little Red Cap",2339,0.063,43,145,"Altbier",12
"1002","Supergoose IPA",1857,0.069,67,291,"American IPA",12
"1003","Hale's Pale American Ale",1440,0.047,NA,291,"American Pale Ale (APA)",12
"1004","Heyoka IPA",1753,0.07,NA,328,"American IPA",16
"1005","Guest Lager",1448,0.08,NA,328,"American Double / Imperial Pilsner",16
"1006","Pony Pilsner",1134,0.057,NA,328,"German Pilsener",16
"1007","Akari Shogun American Wheat Ale",1066,0.055,NA,328,"American Pale Wheat Ale",16
"1008","Meat Wave",849,0.06,NA,328,"English India Pale Ale (IPA)",16
"1009","Over Ale",352,0.06,NA,328,"American Brown Ale",16
"1010","Gossamer Golden Ale",149,0.042,NA,328,"American Blonde Ale",16
"1011","Daisy Cutter Pale Ale",148,0.052,NA,328,"American Pale Ale (APA)",16
"1012","Pursuit",2026,0.07,40,249,"American IPA",12
"1013","Half Full Bright Ale",1361,0.052,18,249,"American Blonde Ale",12
"1014","Orange Wheat",1016,0.046,17,477,"Fruit / Vegetable Beer",12
"1015","Hangar 24 Helles Lager",1015,0.043,14,477,"Munich Helles Lager",12
"1016","The Great Return",1677,0.075,70,344,"American IPA",16
"1017","Hardywood Cream Ale",1331,0.044,18,344,"Cream Ale",12
"1018","Capital Trail Pale Ale",1270,0.056,55,344,"American Pale Ale (APA)",12
"1019","UFO Gingerland",2059,0.052,15,235,"Herbed / Spiced Beer",12
"1020","The Long Thaw White IPA",1653,0.062,45,235,"American White IPA",12
"1021","Honey Cider",1558,0.048,NA,235,"Cider",12
"1022","Harpoon Summer Beer",1380,0.05,28,235,"Kölsch",12
"1023","Harpoon IPA",1379,0.059,42,235,"American IPA",12
"1024","UFO Pumpkin",1340,0.059,20,235,"Pumpkin Ale",12
"1025","Harpoon Octoberfest",1313,0.055,30,235,"Märzen / Oktoberfest",12
"1026","Harpoon IPA (2012)",770,0.059,42,235,"American IPA",12
"1027","Harpoon Summer Beer (2012)",769,0.05,28,235,"Kölsch",12
"1028","UFO White",610,0.048,10,235,"American Pale Wheat Ale",12
"1029","Harpoon Summer Beer (2010)",192,0.05,28,235,"Kölsch",12
"1030","Harpoon IPA (2010)",126,0.059,42,235,"American IPA",12
"1031","Great Falls Select Pale Ale",506,NA,NA,536,"American Blonde Ale",12
"1032","Beltian White",181,0.048,NA,536,"Witbier",12
"1033","Kaua'i Golden Ale",2183,0.049,NA,205,"American Blonde Ale",12
"1034","Sunset Amber",2182,0.054,NA,205,"American Pale Ale (APA)",12
"1035","Hapa Brown Ale",2181,0.064,NA,205,"American Brown Ale",19.2
"1036","Hapa Brown Ale",2180,0.064,NA,205,"American Brown Ale",12
"1037","Southern Cross",2179,0.083,NA,205,"Flanders Red Ale",19.2
"1038","Groupe G",1895,0.076,65,281,"Belgian IPA",16
"1039","Pt. Bonita Rustic Lager",1894,0.062,40,281,"American Pale Lager",16
"1040","Hill 88 Double IPA",1893,0.088,77,281,"American Double / Imperial IPA",16
"1041","Loose Cannon",990,0.072,45,480,"American IPA",12
"1042","AARGHtoberfest!",989,0.06,30,480,"Märzen / Oktoberfest",12
"1043","Davy Jones Lager",988,0.06,NA,480,"Cream Ale",12
"1044","Grazias",1351,0.063,30,424,"Cream Ale",16
"1045","Habitus IPA",1346,0.08,86,424,"American IPA",16
"1046","Ex Umbris Rye Imperial Stout",904,0.099,85,424,"American Double / Imperial Stout",16
"1047","The Golden One",2295,0.063,21,169,"American Pilsner",12
"1048","The Power of Zeus",2294,0.07,68,169,"American Pale Ale (APA)",12
"1049","Tonganoxie Honey Wheat",824,0.044,22,501,"American Pale Wheat Ale",12
"1050","Oregon Trail Unfiltered Raspberry Wheat",616,0.045,NA,501,"Fruit / Vegetable Beer",12
"1051","Annie's Amber Ale",96,0.055,NA,501,"American Amber / Red Ale",12
"1052","The 12th Can™",1615,0.045,32,363,"American Pale Ale (APA)",16
"1053","Hilliard's Pils",889,0.055,34,363,"Czech Pilsener",16
"1054","Hilliard's Blonde",724,0.049,20,363,"American Blonde Ale",16
"1055","Hilliard's Amber Ale",497,0.055,60,363,"American Amber / Red Ale",16
"1056","Hilliard's Saison",496,0.066,30,363,"Saison / Farmhouse Ale",16
"1057","White Cap White IPA",1652,0.042,NA,350,"American White IPA",16
"1058","Provision",1835,0.042,25,298,"Saison / Farmhouse Ale",12
"1059","One Nut Brown",1834,0.047,28,298,"American Brown Ale",12
"1060","Hop Farm IPA",1833,0.058,45,298,"American IPA",12
"1061","Double D Blonde",2195,0.049,20,199,"American Blonde Ale",12
"1062","Festeroo Winter Ale",1605,0.078,60,199,"American Strong Ale",12
"1063","Proxima IPA",1543,0.063,70,199,"American IPA",12
"1064","Double D Blonde (2013)",1390,0.049,20,199,"American Blonde Ale",12
"1065","541 American Lager",1354,0.048,13,199,"American Pale Lager",12
"1066","Alphadelic IPA",1353,0.065,90,199,"American IPA",12
"1067","Alphadelic IPA (2011)",499,0.065,90,199,"American IPA",12
"1068","Double D Blonde (2011)",498,0.049,20,199,"American Blonde Ale",12
"1069","Green House India Pale Ale",1501,0.07,NA,396,"American IPA",12
"1070","The One They Call Zoe",1004,0.051,NA,396,"American Pale Lager",12
"1071","Alteration",502,0.051,40,396,"Altbier",12
"1072","Pale Dog",501,0.06,50,396,"American Pale Ale (APA)",12
"1073","Porter Culture",2357,0.065,NA,137,"American Porter",12
"1074","Hard Cider",2483,0.068,NA,81,"Cider",16
"1075","Totally Radler",2482,0.027,21,81,"Radler",16
"1076","Nonstop Hef Hop",2400,0.039,20,81,"American Pale Wheat Ale",16
"1077","Nonstop Hef Hop",2399,0.039,20,81,"American Pale Wheat Ale",16
"1078","Nonstop Hef Hop",2398,0.039,20,81,"American Pale Wheat Ale",16
"1079","Nonstop Hef Hop",2397,0.039,20,81,"American Pale Wheat Ale",16
"1080","Nonstop Hef Hop",2396,0.039,20,81,"American Pale Wheat Ale",16
"1081","Nonstop Hef Hop",2395,0.039,20,81,"American Pale Wheat Ale",16
"1082","Nonstop Hef Hop",2394,0.039,20,81,"American Pale Wheat Ale",16
"1083","Nonstop Hef Hop",2393,0.039,20,81,"American Pale Wheat Ale",16
"1084","Nonstop Hef Hop",2392,0.039,20,81,"American Pale Wheat Ale",16
"1085","Nonstop Hef Hop",2391,0.039,20,81,"American Pale Wheat Ale",16
"1086","Nonstop Hef Hop",2390,0.039,20,81,"American Pale Wheat Ale",16
"1087","Nonstop Hef Hop",2389,0.039,20,81,"American Pale Wheat Ale",16
"1088","Rise Up Red",2388,0.058,60,81,"American Amber / Red Ale",16
"1089","Survival Stout",2200,0.058,35,81,"American Stout",16
"1090","Hopworks IPA",2199,0.066,75,81,"American IPA",16
"1091","Abominable Winter Ale",2193,0.073,70,81,"American Strong Ale",16
"1092","Pigwar White India Pale Ale",1398,0.06,60,81,"American White IPA",16
"1093","Rise-Up Red (2014)",1085,0.058,60,81,"American Amber / Red Ale",16
"1094","Abominable Winter Ale (2012)",916,0.073,70,81,"American Strong Ale",16
"1095","HUB Lager",658,0.051,32,81,"Czech Pilsener",16
"1096","Hopworks IPA (2012)",653,0.066,75,81,"American IPA",16
"1097","Watermelon Wheat",2385,0.056,NA,121,"American Pale Wheat Ale",12
"1098","Laka Laka Pineapple",2384,0.051,17,121,"Hefeweizen",12
"1099","Oktoberfest",2383,0.06,NA,121,"Märzen / Oktoberfest",16
"1100","Trail Maker Pale Ale",1251,0.065,NA,446,"American Pale Ale (APA)",12
"1101","Action Man Lager",1250,0.055,NA,446,"Vienna Lager",12
"1102","Let It Ride IPA",1903,0.068,90,278,"American IPA",12
"1103","Stir Crazy Winter Ale",1691,0.065,22,278,"Winter Warmer",12
"1104","Sweet Yamma Jamma Ale",1555,0.05,10,278,"Fruit / Vegetable Beer",12
"1105","Shenanigans Summer Ale",1115,0.046,27,278,"American Pale Wheat Ale",12
"1106","Midnight Ryder",729,0.065,80,278,"American Black Ale",12
"1107","Day Tripper Pale Ale",728,0.054,45,278,"American Pale Ale (APA)",12
"1108","Oklahoma Suks",2350,0.048,32,141,"American Amber / Red Ale",12
"1109","Power & Light",2301,0.055,42,141,"American Pale Ale (APA)",12
"1110","White Rabbit ",1904,0.059,27,141,"Witbier",12
"1111","Tribute",2609,0.058,58,24,"American Pale Ale (APA)",12
"1112","Infamous IPA",2038,0.07,75,243,"American IPA",12
"1113","Hijack",1774,0.055,20,243,"Cream Ale",12
"1114","Jon Boat Coastal Ale",559,0.045,20,528,"American Blonde Ale",12
"1115","I-10 IPA",558,0.068,55,528,"American IPA",12
"1116","People's Pale Ale",553,0.053,28,528,"American Pale Ale (APA)",12
"1117","Summer Ale",2376,0.049,NA,124,"American Blonde Ale",12
"1118","Appreciation Ale",1784,NA,NA,317,"American IPA",16
"1119","House Lager",2673,0.052,18,3,"Keller Bier / Zwickel Bier",16
"1120","Leisure Time",2672,0.048,15,3,"American Pale Lager",12
"1121","Excess IPL",2671,0.072,80,3,"American India Pale Lager",16
"1122","Hoponius Union",2670,0.067,65,3,"American India Pale Lager",12
"1123","Calyptra",2669,0.049,45,3,"American India Pale Lager",12
"1124","Helen's Blend",1405,0.05,NA,417,"Cider",12
"1125","Jack's Hard Cider",823,0.051,NA,417,"Cider",12
"1126","Thunder Ann",1793,0.055,37,313,"American Pale Ale (APA)",12
"1127","Razz Wheat",2453,0.055,NA,93,"Fruit / Vegetable Beer",12
"1128","Hop Ryot",2363,0.065,NA,93,"American IPA",12
"1129","Mystic Mama IPA",689,0.07,NA,93,"American IPA",12
"1130","Firefly Amber Ale",688,0.05,NA,93,"American Amber / Red Ale",12
"1131","Chomolungma Honey Nut Brown Ale",687,0.067,NA,93,"English Brown Ale",12
"1132","Welcome to Scoville",2408,0.069,NA,115,"American IPA",12
"1133","Bastian",2595,NA,NA,33,"American Strong Ale",12
"1134","Healani",2480,0.045,NA,33,"Hefeweizen",12
"1135","Yabba Dhaba Chai Tea Porter",1525,0.055,NA,33,"American Porter",12
"1136","A Capella Gluten Free Pale Ale",1524,0.055,NA,33,"American Pale Ale (APA)",12
"1137","Casper White Stout",1523,0.06,NA,33,"American Blonde Ale",12
"1138","JP's Ould Sod Irish Red IPA",1254,0.06,NA,33,"American IPA",12
"1139","Weize Guy",2060,0.05,15,234,"Hefeweizen",12
